title,addr1,mapx,mapy,eventstartdate,eventenddate,nature,urban,healing,activity,traditional,new,spectating,experience,popular,hidden,quiet,lively
마한역사문화제,전라남도 영암군 시종면 옥야리,126.5866348,34.89540326,20250418,20250419,0.298086166,0.063145283,0.131086605,0.061297376,0.061942351,0.147503757,0.114717935,0.050618918,0.112022731,0.100598793,0.058828637,0.346672912
"명동스퀘어 오프닝 세레모니 2024 Light Up SEOUL, KOREA",서울특별시 중구 소공로 70 (충무로1가),126.9821847,37.5616521,20241101,20250131,0.250238053,0.125496305,0.145172304,0.137225265,0.061338323,0.147071981,0.084021664,0.093280311,0.122033867,0.13516988,0.11569279,0.355663877
목포뮤직플레이,전라남도 목포시 대양산단로 23 (대양동),126.3969504,34.82639957,20250523,20250525,0.279924797,0.146501753,0.053854521,0.110959588,0.12431815,0.103011427,0.12779352,0.096887644,0.119778023,0.088034544,0.1002675,0.305437818
무브살롱 시즌4: 벚꽃 아틀리에,서울특별시 서초구 양재동,127.0381848,37.47515482,20250403,20250406,0.266978003,0.091122281,0.103063129,0.115972167,0.09472007,0.08301732,0.073116078,0.068160019,0.086772247,0.077494418,0.06879146,0.358101608
무안 YD 페스티벌,전라남도 무안군 삼향읍 대죽서로16번길 16,126.4628227,34.81118015,20251114,20251116,0.289783655,0.117563011,0.093490926,0.145142223,0.077326237,0.070840718,0.060893466,0.13804166,0.072315452,0.056856773,0.052420316,1
무안 연꽃축제,전라남도 무안군 일로읍 백련로 333,126.5296684,34.86017573,20250626,20250629,0.231540179,0.099371201,0.105474302,0.108349314,0.137046029,0.069940241,0.078214993,0.142111161,0.086917874,0.055130318,0.114864693,1
무안 황토 갯벌축제,전라남도 무안군 해제면 황토갯벌길 88,126.3336521,35.10223962,20250510,20250525,0.25114538,0.130742225,0.136163468,0.091888179,0.117549644,0.089168475,0.085116348,0.056828743,0.085612247,0.060325949,0.069279053,1
무주국가유산야행,전북특별자치도 무주군 무주읍 한풍루로 326-5,127.6623693,36.00402675,20250613,20250614,1,0.137974479,0.053529689,0.117837348,0.143068319,0.103293321,0.149272498,0.059735691,0.126797724,0.075155552,0.149328849,0.362533118
무주반딧불축제,전북특별자치도 무주군 한풍루로 326-14 등나무운동장,127.6615222,36.00266855,20250906,20250914,0.284356727,0.131601084,0.122081803,0.075331788,0.116680455,0.051588178,0.098146814,0.138059758,0.149883099,0.074765613,0.148069646,1
무창포 주꾸미 도다리 대잔치,충청남도 보령시 웅천읍 열린바다1길 28,126.5355554,36.24324922,20250322,20250413,0.216664976,0.054712516,0.079943527,0.142691581,0.098365496,0.111410684,0.07710729,0.088595369,0.12184253,0.056711845,0.130788824,0.377993058
문경찻사발축제,경상북도 문경시 새재로 932,128.0770114,36.76165049,20250503,20250511,0.221212847,0.101852677,0.081280086,0.126473531,0.117160645,0.080686629,0.096319036,0.125217977,0.081212235,0.123935087,0.066116633,1
문화가 있는 날 실버마이크 <전라·제주 권역>,광주광역시 남구 덕남길 7 (노대동),126.8961579,35.10117134,20250326,20251231,0.265728672,0.128425105,0.1032701,0.065430303,0.130874755,0.076047688,0.144016962,0.134513013,0.118799672,0.133164973,0.133270326,0.385348848
문화가 있는 날 청춘마이크 충청권,대전광역시 유성구 유성대로740번길 46 (장대동),127.3359222,36.35955538,20250325,20251130,0.287099605,0.067307639,0.077338992,0.123073295,0.052187012,0.124585089,0.103351486,0.079567605,0.093916044,0.066974538,0.10663088,0.326926087
물금벚꽃축제,경상남도 양산시 물금읍 황산공원1길 275,128.9814055,35.30795435,20250329,20250330,0.24632723,0.068084051,0.129511981,0.060705021,0.136267891,0.078243236,0.070272843,0.050896571,0.106907435,0.105456255,0.093110097,1
밀양아리랑대축제,경상남도 밀양시 삼문동,128.7571007,35.48990477,20250522,20250525,0.264102181,0.105206007,0.112345966,0.099908452,0.068395258,0.129771473,0.103465952,0.075823913,0.114063056,0.149921054,0.085332341,1
백제문화제,충청남도 공주시 금벽로 368 (신관동),127.1275545,36.47029179,20251003,20251012,0.295980732,0.14110962,0.099507285,0.103837799,0.075995206,0.071091544,0.103107787,0.097125197,0.132141551,0.143149536,0.060910548,0.30006387
벚꽃과 함께하는 청주 푸드트럭 축제,충청북도 청주시 상당구 사직대로 343 (영동),127.4854845,36.63681238,20250404,20250406,0.226362041,0.117027884,0.127430005,0.096306206,0.148757991,0.069244235,0.975817533,0.058750877,0.143770397,0.061683465,0.119162059,1
베어트리파크 봄꽃 축제,세종특별자치시  신송로 217 베어트리파크,127.2101555,36.67282278,20250329,20250511,0.212638128,0.087903521,0.098281838,0.136931779,0.140432957,0.099844373,0.090495193,0.122870376,0.086518557,0.064979391,0.135347592,1
베어트리파크 크리스마스 판타지,세종특별자치시 전동면 신송로 217,127.2101555,36.67282278,20241123,20250202,0.200511408,0.072330506,0.126120101,0.128456972,0.105331017,0.085906474,0.139878129,0.076253323,0.094991385,0.136478391,0.067443403,0.356611398
별빛이 흐르는 정원,경기도 파주시 탑삭골길 260,126.7949386,37.73263996,20250101,20251231,0.213785181,0.124433241,0.107910034,0.097180191,0.050785597,0.053337758,0.057887273,0.084707349,0.089209273,0.104574796,0.077914384,0.30869054
보령 석탄 에너지전환 축제,충청남도 보령시 성주면 성주산로 500,126.6513122,36.32651666,20250125,20250125,0.26685135,0.118100051,0.059443455,0.147599932,0.14988404,0.055722205,0.113130158,0.108874466,0.129101767,0.147288286,0.09496504,1
보령·AMC 국제 모터 페스티벌,충청남도 보령시 신흑동,126.5150526,36.31465179,20250503,20250505,0.296353931,0.132964465,0.070361603,0.115782641,0.107670559,0.139695488,0.073388124,0.090537403,0.138060843,0.13548358,0.065292392,1
보령머드축제,충청남도 보령시 신흑동,126.5150414,36.31486843,20250725,20250810,0.241758069,0.0503316,0.122159031,0.133994483,0.06414557,0.07846491,0.109143437,0.114573972,0.058935105,0.134572357,0.149783624,1
보롬왓 튤립축제,제주특별자치도 서귀포시 표선면 번영로 2350-104,126.752508,33.41352411,20250322,20250413,0.276707011,0.058705481,0.101867173,0.148112663,0.146340716,0.086759128,0.12820268,0.058861159,0.078821575,0.078099362,0.068852466,1
보배섬 유채꽃 축제,전라남도 진도군 조도면 관매도리,126.0551472,34.23906002,20250411,20250413,1,0.113385103,0.140801158,0.070689164,0.105373196,0.065150985,0.137420557,0.126241461,0.066742723,0.114522406,0.149523755,1
보성다향대축제,전라남도 보성군 보성읍 녹차로 775,127.0817371,34.71987571,20250502,20250506,0.237811858,0.056372488,0.069568119,0.14107852,0.056370963,0.144260087,0.078527328,0.142106091,0.068577699,0.080180152,0.062495364,1
보은 벚꽃길 축제,충청북도 보은군 보은읍 이평리,127.7239619,36.48142893,20250404,20250413,0.216182108,0.100972652,0.128293056,0.116257894,0.05215408,0.102803728,0.080644659,0.149900429,0.104385694,0.137991841,0.123748151,1
부산 밀 페스티벌,부산광역시 북구 화명동,129.0038973,35.23134114,20250505,20250506,1,0.068790626,0.0611314,0.146462146,0.110742792,0.147922778,0.142558275,0.066451998,0.052520293,0.056279825,0.102012386,1
부산과학축전,부산광역시 해운대구 APEC로 55 (우동),129.1355209,35.16874503,20250412,20250413,1,0.133024771,0.144235511,0.050255157,0.068778328,0.147464551,0.055811935,0.121161993,0.124612269,0.109204201,0.140243965,0.399355222
부산국제록페스티벌,부산광역시 사상구 삼락동,128.9682187,35.17289704,20250926,20250928,1,0.113620329,0.131108902,0.107375984,0.077283015,0.059891124,0.141001888,0.146799422,0.064745092,0.106824934,0.067356991,1
부산국제매직페스티벌,부산광역시 동구 자성로133번길 16 (범일동),129.0652501,35.13888597,20250412,20251214,1,0.080632443,0.133165975,0.073382064,0.116529576,0.127507958,0.103464034,0.112282034,0.109089215,0.147800344,0.080119672,1
부산수제맥주축제,부산광역시 부산진구 서면문화로 32 (부전동),129.0562808,35.15998344,20250326,20250329,1,0.118054864,0.122629926,0.079111422,0.096386166,0.067863584,0.100416787,0.137775603,0.054811303,0.148272715,0.114065233,1
부산스텝업댄스페스티벌,부산광역시 해운대구 수영강변대로 120 (우동),129.1270688,35.17100296,20250516,20250518,1,0.055937427,0.073999576,0.05587486,0.127957924,0.069000474,0.091609856,0.094142206,0.071327235,0.122675672,0.127327682,1
부산연등회,부산광역시 부산진구 동성로112번길 121-1,129.0669047,35.16519972,20250418,20250506,1,0.10576945,0.052323506,0.137042353,0.103566533,0.078490213,0.114159278,0.086807409,0.096766416,0.12181682,0.115065461,0.330916004
부산원도심활성화축제 [택슐랭],부산광역시 동구 중앙대로 210 (초량동),129.0408612,35.11518539,20250516,20250518,1,0.067027422,0.066831691,0.055904478,0.091037458,0.099103132,0.052270002,0.075654518,0.140588522,0.070106302,0.135506732,1
부안마실축제,전북특별자치도 부안군 부안읍 별천지로 3,126.7416642,35.72584515,20250502,20250505,0.250114965,0.13283082,0.136881241,0.103375397,0.122988888,0.090497652,0.090510355,0.115436023,0.132214419,0.117401792,0.108292016,1
부여 국가유산 야행,충청남도 부여군 부여읍 정림로 83,126.9128956,36.27907106,20250404,20250406,1,0.079735603,0.118239946,0.123316534,0.117201845,0.099691212,0.062233489,0.100068323,0.065716145,0.07012222,0.11114059,0.3644908
부여서동연꽃축제,충청남도 부여군 부여읍 동남리,126.9106404,36.27208571,20250704,20250706,0.25491468,0.101526387,0.097129906,0.106409696,0.146584744,0.13591059,0.082089811,0.073452264,0.070029079,0.132406446,0.103228479,1
부천국제만화축제,경기도 부천시 길주로 1,126.7422053,37.50825125,20250925,20250928,0.253423647,0.139243374,0.081642686,0.144603977,0.10725818,0.075531746,0.073049554,0.090271268,0.094395369,0.146528079,0.130926253,1
부평풍물대축제,인천광역시 부평구 부평대로 60 (부평동),126.7229991,37.49680224,20250926,20250928,0.287381534,0.077427625,0.087452869,0.057676225,0.126929906,0.080596585,0.066297189,0.119511261,0.051358753,0.094401589,0.080090799,1
비슬산 참꽃문화제,대구광역시 달성군 유가읍 일연선사길 10,128.5060393,35.69228567,20250412,20250413,1,0.068020934,0.139416132,0.10540773,0.058687106,0.056634421,0.142572733,0.056326097,0.091100003,0.102497814,0.117707193,0.399734568
빙어대잔치,인천광역시 강화군 고비고개로741번길 37-48,126.4155126,37.71992361,20241221,20250216,0.265243808,0.13571017,0.128555814,0.05896532,0.07800719,0.109060628,0.051581146,0.093028376,0.116779385,0.141035391,0.108024343,0.36620145
쁘띠프랑스 & 이탈리아마을 베니스 카니발 가면축제,경기도 가평군 청평면 호반로 1063,127.4909256,37.71505741,20241206,20250228,0.263997178,0.073462468,0.127963826,0.099363642,0.119003162,0.135031789,0.146074967,0.074864956,0.122337758,0.132759447,0.106929679,1
사라온과 함께하는 사랑온설날,대구광역시 군위군 군위읍 동서길 49,128.5671382,36.23612792,20250128,20250130,0.252177397,0.053486979,0.12857957,0.104253565,0.081289305,0.12077141,0.143947194,0.144866114,0.110320803,0.148912778,0.141699914,0.373370835
사천에어쇼,경상남도 사천시 삼천포대교로 471 (동림동),128.0756944,34.93999039,20261029,20261101,0.268195133,0.095616207,0.052500973,0.122894233,0.088084146,0.056649948,0.072844704,0.145636105,0.08282514,0.124597372,0.084368262,0.36503945
산청한방약초축제,경상남도 산청군 금서면 동의보감로555번길 61,127.8278558,35.44115183,20251002,20251012,1,0.069270577,0.085780469,0.090789163,0.094073524,0.120748471,0.062700531,0.057364231,0.064989881,0.056971047,0.14398807,1
삼척정월대보름제,강원특별자치도 삼척시 엑스포로 45 (성남동),129.1601305,37.43834054,20250214,20250216,0.217623288,0.148792851,0.061133346,0.109301845,0.121793537,0.121513789,0.104397702,0.063109179,0.128570375,0.139944482,0.098777096,0.306786303
삽다리 한바탕 축제,충청남도 예산군 삽교읍 두리,126.7412446,36.68729065,20250315,20250315,0.267313743,0.108594025,0.120997949,0.055577111,0.052522725,0.074192541,0.147402462,0.095899986,0.117242327,0.07294849,0.059448128,1
상플 빈티지 마켓,인천광역시 중구 월미로 33 (북성동1가),126.6146651,37.47613606,20250301,20250303,0.269692524,0.81597944,0.063511648,0.054864155,0.06557091,0.132600504,0.071195271,0.100214709,0.093800943,0.100571454,0.093719738,0.339131398
새해 맞이 불꽃쇼 & 소원 풍선 날리기 축제,강원특별자치도 고성군 삼포해변길 9 오션투유콘도,128.5310378,38.3171459,20250128,20250128,0.294248232,0.094432925,0.134136343,0.127387687,0.133730046,0.147678822,0.116538195,0.139361981,0.141361121,0.055935197,0.067039857,1
생거진천 농다리축제,충청북도 진천군 진천읍 문화로 79,127.4398938,36.85007317,20250405,20250608,0.240201554,0.092501363,0.102397969,0.090003625,0.096615223,0.140541083,0.110808666,0.063532461,0.146181095,0.098498022,0.060881102,1
서귀포유채꽃축제,제주특별자치도 서귀포시 표선면 녹산로 381-17,126.7356685,33.38347715,20250329,20250330,0.250983591,0.079038937,0.13925907,0.119844812,0.094953376,0.099175564,0.050298761,0.062834967,0.050757646,0.094406156,0.116372534,1
서대문 봄빛축제,서울특별시 서대문구 홍은동,126.9370688,37.58196004,20250404,20250406,0.274018011,0.112840631,0.080702724,0.059266421,0.125984167,0.127265957,0.05719435,0.123199414,0.058232737,0.058886461,0.135528282,1
"서대문, 1919 그날의 함성!",서울특별시 서대문구 통일로 251 (현저동),126.9573422,37.57467237,20250301,20250302,0.203590525,0.122825476,0.104964249,0.084722878,0.12084708,0.120953805,0.133422939,0.144237957,0.091519851,0.060183368,0.121868653,0.313740722
서면 빛 축제,부산광역시 부산진구 부전동,129.0571226,35.15447851,20241002,20250110,0.216280611,0.067678886,0.06342124,0.05518923,0.085928719,0.146756552,0.142453598,0.133509399,0.127561385,0.091962293,0.062380916,1
서울 빛초롱 축제,서울특별시 종로구 서린동,126.9790653,37.5693206,20241213,20250131,0.26957897,0.068354945,0.092888114,0.106554107,0.085883143,0.111431477,0.086925053,0.078739081,0.07465538,0.130594663,0.111482238,1
서울 아시테지 겨울축제,서울특별시 종로구 대학로12길 46 (동숭동),127.0037294,37.582114,20241227,20250105,0.225971083,0.065100267,0.080227306,0.075295014,0.128412296,0.074949245,0.121205443,0.105826303,0.143982073,0.130882711,0.136513285,1
서울가든페스타,서울특별시 성동구 뚝섬로 273 (성수동1가),127.0418131,37.54312477,20250405,20250505,0.292314868,0.129327426,0.052701146,0.114006657,0.133267745,0.087026031,0.088542676,0.094976733,0.132565588,0.121402634,0.140884617,0.341200425
서울국제도서전,서울특별시 강남구 영동대로 513 (삼성동),127.059218,37.5119176,20250618,20250622,0.273584917,0.060910597,0.06616364,0.089526237,0.13215886,0.081088906,0.078583192,0.13134369,0.050109867,0.135817897,0.149562074,0.302962969
서울라이트 DDP : 새해맞이 카운트다운,서울특별시 중구 을지로 281 (을지로7가),127.009571,37.56610763,20241231,20250101,0.225740583,0.110478274,0.103668824,0.116632944,0.111444476,0.062080864,0.057708007,0.099802862,0.148085089,0.123148474,0.137278274,0.316443374
서울라이트 광화문,서울특별시 종로구 세종로 1-68 5호선 광화문역,126.9767821,37.57167862,20241213,20250105,0.207305362,0.089249049,0.069122044,0.098026235,0.070536647,0.0955359,0.055466832,0.05683539,0.117317887,0.071559637,0.108032515,0.395414923
서울서커스페스티벌,서울특별시 용산구 양녕로 445 (이촌동),126.958052,37.51771789,20250503,20250505,0.211844267,0.110813381,0.141609234,0.145590288,0.098701147,0.080669151,0.149217484,0.087616432,0.116707691,0.149766725,0.105009078,1
서울세계도시문화축제,서울특별시 종로구 세종대로 175 세종이야기,126.9768377,37.57223411,20250524,20250525,0.23432186,0.828375958,0.093940059,0.091777989,0.122257567,0.089578993,0.06947623,0.080102106,0.800126297,0.095225588,0.109438018,1
서울스프링페스타,서울특별시 종로구 세종대로 175 세종이야기,126.9768377,37.57223411,20250430,20250506,0.23774895,0.092707167,0.108328504,0.091754541,0.102102059,0.079418833,0.061822016,0.143575672,0.126423015,0.146716216,0.099837445,0.346022811
서울조각페스티벌,서울특별시 중구 세종대로 110 (태평로1가),126.9777211,37.56625704,20250217,20251231,0.233988225,0.058656578,0.126910754,0.067985555,0.100554223,0.118805489,0.117253903,0.096839717,0.080657642,0.081167411,0.103552888,1
서천 동백꽃 주꾸미 축제,충청남도 서천군 서인로 58,126.5036834,36.12978667,20250315,20250330,0.205353821,0.106283984,0.099570151,0.100014735,0.149466851,0.135231023,0.071453982,0.076153826,0.100941073,0.061881149,0.120930099,1
서천 마량진항 해넘이 해돋이 행사,충청남도 서천군 서면 서인로 58,126.5036834,36.12978667,20241231,20250101,0.243764324,0.080259467,0.088979024,0.07749784,0.065316092,0.052051582,0.050890955,0.099832601,0.11782607,0.097421527,0.126814916,0.368623438
선농대제,서울특별시 동대문구 무학로44길 38 (제기동),127.0319046,37.58123683,20250418,20250419,0.209952823,0.055356033,0.13021121,0.117650865,0.061512521,0.064473986,0.089337892,0.095870817,0.089606772,0.09746777,0.134194491,0.387156128
설 맞이 어울마당,충청남도 부여군 부여읍 금성로 5,126.9179091,36.2756882,20250125,20250130,0.207279706,0.134707071,0.084057464,0.103313629,0.09042977,0.106660132,0.058080467,0.120671419,0.055641349,0.140364502,0.11319109,0.345840455
설맞이 작은문화축전,전북특별자치도 전주시 완산구 쑥고개로 249,127.0897201,35.80132309,20250128,20250130,0.220265067,0.132221441,0.141285839,0.106180548,0.103622887,0.148719367,0.06942083,0.123301095,0.077108481,0.071837313,0.075323091,0.303996957
성북세계음식축제 누리마실,서울특별시 성북구 성북로 37 (성북동1가),127.0032597,37.59110739,20250518,20250518,0.238211488,0.112154434,0.142219988,0.13953307,0.098883496,0.095994125,0.903226648,0.059702295,0.8626079,0.085094042,0.112361798,1
성주참외&생명문화축제,경상북도 성주군 성주읍 성밖숲길 30,128.2800726,35.91580346,20250515,20250518,0.269247211,0.088546709,0.090295796,0.068065968,0.089322617,0.116104579,0.054164783,0.05565558,0.127000332,0.062745042,0.146831399,1
세계라면축제,부산광역시 기장군 기장읍 시랑리,129.2183879,35.19631293,20250502,20250511,0.295313897,0.11776156,0.079878878,0.056605442,0.108812519,0.057396375,0.118115913,0.137688188,0.882314844,0.134900056,0.086475342,1
세계유산축전,제주특별자치도 제주시 조천읍 선교로 569-36,126.7142576,33.45690203,20250704,20251022,1,0.148082502,0.078167428,0.083798273,0.147987294,0.100691658,0.076845923,0.110165944,0.808725503,0.055429685,0.124302846,0.334704009
세븐비치 어싱 챌린지,부산광역시 기장군 장안읍 임랑해안길 51,129.2642,35.31899726,20250322,20250322,0.212897565,0.145966744,0.143048037,0.070055644,0.056729824,0.068657218,0.06700779,0.118436628,0.0900057,0.129669038,0.069537714,0.379600519
세종낙화축제,세종특별자치시 중앙공원로 60 (세종동),127.2701689,36.49133356,20250426,20250426,0.240208207,0.082497734,0.13997797,0.107556839,0.108907452,0.074350212,0.139296396,0.103372383,0.103190657,0.10322626,0.124822964,1
세종시 빛 축제,세종특별자치시 보람동,127.2918422,36.48285159,20241213,20250115,0.28910032,0.107078261,0.119733214,0.080404239,0.111406376,0.140000263,0.109202768,0.103596585,0.08964441,0.128311235,0.115907316,1
세종시 정월대보름 맞이 행사,세종특별자치시 세종동,127.287912,36.48232102,20250208,20250208,0.2557688,0.067215154,0.125027213,0.135223698,0.124228753,0.085551387,0.069743157,0.11681703,0.092132652,0.067048693,0.077858691,0.346614886
세종축제,세종특별자치시  호수공원길 155,127.2750156,36.49676636,20251009,20251011,0.287294814,0.05972066,0.085714422,0.09835107,0.100767799,0.124974407,0.128537074,0.140105891,0.08743658,0.061948752,0.124985572,1
세종화랑협회 창립기념 아트페어 “프로젝트 FREE” 겨울정원54℃,세종특별자치시 조치원읍 평리,127.3005158,36.60694862,20241221,20250103,0.261324833,0.060170864,0.090878222,0.127330062,0.149164009,0.143886864,0.095326781,0.089225738,0.127621234,0.083331902,0.055670386,0.330814672
센텀맥주축제,부산광역시 해운대구 수영강변대로 120 (우동),129.1270688,35.17100296,20250529,20250608,0.288017191,0.127313293,0.111930204,0.093287962,0.063052494,0.111451381,0.068939435,0.105702546,0.059781557,0.114641057,0.102038488,1
소래포구 축제,인천광역시 남동구 장도로 86-17,126.7393253,37.39798068,20250926,20250928,0.217174791,0.063323866,0.051525812,0.088920249,0.127579624,0.118389432,0.091723988,0.133847034,0.070902214,0.092611144,0.067112424,1
송도달집축제,부산광역시 서구 송도해변로 100 (암남동),129.0180753,35.07685871,20250212,20250212,0.298079276,0.142290222,0.071748575,0.081328316,0.123510639,0.125974456,0.091555225,0.115757973,0.147360483,0.07990783,0.102138508,1
송파구 호수벚꽃축제,서울특별시 송파구 송파나루길 206 (신천동),127.1042611,37.51195174,20250402,20250406,0.202236826,0.130237258,0.08570452,0.142925393,0.136479712,0.14929057,0.09840245,0.135884089,0.078652226,0.091025409,0.083607964,1
쇼죠마츠리 봄축제,경기도 동두천시 천보산로 567-12,127.0924044,37.87961986,20250412,20250511,0.200417576,0.064845341,0.136605808,0.062262353,0.066721674,0.061787499,0.068102916,0.11444348,0.082618856,0.092982843,0.059437267,1
수안보온천제,충청북도 충주시 수안보면 물탕2길 17,127.9909083,36.84700856,20250411,20250413,0.262106134,0.136954923,0.129195084,0.096283017,0.101172193,0.066507199,0.07173477,0.063838466,0.096842712,0.054397242,0.119948228,0.315527473
수영전통달집놀이,부산광역시 수영구 광안해변로 219 (광안동),129.1185478,35.15381306,20250212,20250212,0.245242193,0.066276885,0.129019189,0.058878838,0.958326033,0.058776631,0.122436793,0.051345391,0.098078676,0.131505684,0.147848219,0.300892752
수원화성문화제,경기도 수원시 팔달구 정조로 825,127.0120008,37.28720392,20250927,20251004,0.274555031,0.124493569,0.109404908,0.139824369,0.051167328,0.106324404,0.125829943,0.131595451,0.078412833,0.113302144,0.094758448,0.37179922
순창장류축제,전북특별자치도 순창군 순창읍 민속마을길 6-3,127.1099933,35.36863919,20251017,20251019,0.277815657,0.14233963,0.098158092,0.072832382,0.054649589,0.053187898,0.097087646,0.122710929,0.061630411,0.095925824,0.065932272,1
쉬엄쉬엄 한강 3종 축제,서울특별시 광진구 능동로 10 (자양동),127.0667334,37.53164044,20250530,20250601,0.289757252,0.139969707,0.120532281,0.056360513,0.123702302,0.084445646,0.110849708,0.143087357,0.051962781,0.107665673,0.113917618,1
스프링워크서울,서울특별시 영등포구 여의동로 330 (여의도동),126.9336096,37.52639977,20250420,20250420,0.296132274,0.145968833,0.146575395,0.136072381,0.091199799,0.06757711,0.104302693,0.094211157,0.107704193,0.133714776,0.104557796,0.349593148
승기천 꽃피나 봄,인천광역시 연수구 청능대로 205 (연수동),126.6846106,37.40733696,20250418,20250419,0.280612652,0.107328204,0.118807874,0.095520565,0.096632745,0.143689738,0.115382267,0.115472167,0.072283026,0.073306553,0.13561557,0.361625245
시나브로 치유길 힐링 걷기 챌린지(전북특별자치도 완주편),전북특별자치도 완주군 구이면 덕천전원길 232-58,127.136179,35.72606023,20250302,20250302,0.288064306,0.056880041,0.929716591,0.071582211,0.125644245,0.111909233,0.101610104,0.141871933,0.070451784,0.125814762,0.845203144,0.323508143
시나브로 치유길 힐링 걷기 챌린지(충청남도 공주편),충청남도 공주시 사곡면 마곡사로 966,127.0123291,36.55884627,20250301,20250301,0.248623863,0.080356697,0.995555466,0.071189183,0.106345233,0.148055036,0.093074846,0.144702806,0.13536548,0.134196674,0.810183197,0.356161376
시흥 패밀리 빙어 축제,경기도 시흥시 수인로2107번길 35 (조남동),126.8729528,37.37008906,20241207,20250430,0.209597996,0.130394738,0.140382909,0.095687938,0.056656084,0.121003649,0.114270744,0.11200958,0.061726582,0.149141896,0.077074734,1
시흥월곶포구축제,경기도 시흥시 월곶중앙로14번길 56 (월곶동),126.7427224,37.39186478,20251017,20251019,0.268626557,0.055708407,0.117519199,0.126758938,0.080878471,0.071884945,0.06892265,0.071983299,0.124388263,0.05628155,0.101755272,1
아산 성웅 이순신축제,충청남도 아산시 온천대로 1496 (온천동),127.0035045,36.78053729,20250425,20250427,1,0.133732013,0.146109522,0.067719674,0.101609154,0.062314675,0.114605328,0.072256243,0.059715718,0.113658405,0.127366868,1
아이가 행복입니다,서울특별시 송파구 올림픽로 300 (신천동),127.104075,37.51416537,20250919,20250920,0.260230981,0.076645453,0.147207663,0.109845182,0.144638221,0.127023824,0.126827319,0.115477692,0.070237762,0.115890901,0.119495732,0.350517591
아차산 해맞이 축제,서울특별시 광진구 광장동,127.099952,37.55222754,20250101,20250101,1,0.107273249,0.145407995,0.103183036,0.092036139,0.082586702,0.058641808,0.074043345,0.147442642,0.098708842,0.107454367,1
아침고요 야생화전시회,경기도 가평군 상면 수목원로 432,127.3525096,37.74394873,20250308,20250413,0.288381322,0.105941856,0.135626291,0.136504687,0.148695596,0.097896761,0.094418797,0.142462064,0.089942436,0.101988789,0.896347098,0.397573022
아침고요수목원 오색별빛정원전,경기도 가평군 상면 수목원로 432,127.3525846,37.7448403,20241206,20250316,0.222891893,0.139729929,0.107733593,0.092960548,0.068147353,0.076067471,0.096296218,0.124471395,0.067379885,0.08446582,0.862717418,0.318788391
안동 암산얼음축제,경상북도 안동시 남후면 암산1길 59,128.6787928,36.50643533,20250118,20250126,1,0.13694872,0.074563529,0.11598189,0.054816489,0.070802571,0.105978249,0.084270553,0.129915875,0.078316654,0.095019585,1
안동국제탈춤페스티벌,경상북도 안동시 축제장길 200 (운흥동),128.7306589,36.56055235,20250926,20251005,0.276827191,0.090694258,0.11358817,0.116778485,0.094652025,0.085620021,0.060706553,0.092060986,0.093483917,0.102885802,0.052837567,1
안동벚꽃축제,경상북도 안동시 축제장길 200 (운흥동),128.7306589,36.56055235,20250402,20250406,0.266106841,0.123362053,0.057861714,0.110574933,0.105997976,0.11019313,0.109660083,0.110435557,0.081756557,0.091684303,0.136184224,1
안산 성호문화제,경기도 안산시 상록구 성호로 113 (이동),126.8610499,37.31407868,20250531,20250601,1,0.116336196,0.063865882,0.13654864,0.113066599,0.073031193,0.075486772,0.087601189,0.140507317,0.081959632,0.143880905,0.369911741
안산국제거리극축제,경기도 안산시 단원구 광덕대로 157,126.8298362,37.31079239,20250503,20250505,1,0.109525452,0.067582675,0.060494142,0.09315838,0.077609809,0.055807159,0.129405102,0.054175207,0.091663003,0.119189007,1
안성 동막골 빙어축제,경기도 안성시 죽산면 곰내미길 48,127.4225243,37.00746029,20250103,20250130,0.274576697,0.134427173,0.05691458,0.118282539,0.099743466,0.100154769,0.090057208,0.104624772,0.118526268,0.149228244,0.075746691,1
안성맞춤 남사당 바우덕이 축제,경기도 안성시 보개면 남사당로 198-2,127.3101782,37.03187767,20251009,20251012,0.242908619,0.111516275,0.067169861,0.083037917,0.064576343,0.111970845,0.059626678,0.094932207,0.103273202,0.124664432,0.070414838,1
양양 낙산해변 달빛 모닥불축제,강원특별자치도 양양군 강현면 해맞이길 59,128.6339069,38.11697676,20250214,20250215,1,0.142099256,0.053308838,0.051211813,0.132139281,0.120136835,0.119420154,0.062872845,0.108772358,0.099017285,0.138134836,1
양양생생축제,강원특별자치도 양양군 양양읍 일출로 570,128.6245424,38.07444541,20250405,20250413,0.244064795,0.073497527,0.120195288,0.07638004,0.145366526,0.053744792,0.069574147,0.056328921,0.09965965,0.087133938,0.129060231,1
양재 아트 살롱,서울특별시 서초구 양재동,127.0415262,37.47667137,20250328,20250525,0.273437259,0.052242355,0.12886859,0.074400115,0.07424723,0.067284396,0.148704283,0.102534527,0.090182551,0.087504799,0.087065338,0.359683787
양재천 벚꽃 등(燈) 축제,서울특별시 서초구 양재동,127.0415289,37.47666582,20250403,20250427,0.259372719,0.130993863,0.135207419,0.114800984,0.070527893,0.140427116,0.143280581,0.05429273,0.116245042,0.117198962,0.076046512,1
양주 눈꽃축제,경기도 양주시 장흥면 권율로 594,126.9684887,37.75815955,20241227,20250216,0.217286029,0.087563925,0.118435238,0.091336396,0.1146699,0.104895063,0.059275732,0.075201237,0.071265434,0.051130516,0.104874363,1
